,TanimotoDiff,LogSDiff
0,0.7931034482758621,4.2989999999999995
1,0.8163265306122449,1.9155398769
2,0.9722222222222222,4.7778
3,0.8148148148148149,0.26000000000000023
4,0.9318181818181819,3.9632910839999997
5,0.8631578947368421,2.7851
6,0.9895833333333334,7.664636131800001
7,0.875,3.5577442706
8,0.9473684210526316,2.579
9,0.9807692307692307,1.312038306
10,0.9137931034482758,0.8965999999999994
11,0.96875,2.578
12,0.9553571428571429,0.8718000000000001
13,0.9347826086956522,0.18999999999999995
14,0.9663865546218487,0.3188000000000004
15,0.9375,0.06638477469999993
16,0.8198198198198199,0.026266621099999554
17,0.8974358974358975,1.1223611102
18,0.9545454545454546,2.443
19,0.9615384615384616,4.4369030583
20,0.9454545454545454,1.9470541577999998
21,0.9456521739130435,4.1367916006000005
22,0.979381443298969,5.2072003564
23,0.8382352941176471,1.4074000000000004
24,0.987012987012987,3.7818198244000003
25,0.9726027397260274,4.8612032361
26,0.8522727272727273,2.2923999999999998
27,0.8833333333333333,1.8315307225
28,1.0,1.3625419737000002
29,0.7708333333333334,1.7051351331
30,0.9291338582677166,7.9756
31,0.8153846153846154,2.0885000000000002
32,0.9411764705882353,7.7518475776
33,0.8214285714285714,0.09068923110000071
34,0.9523809523809523,6.6669825623
35,0.8933333333333333,6.169499999999999
36,0.7653061224489796,0.8792703666
37,0.8571428571428572,4.086357059
38,0.3943661971830986,2.3559706139000003
39,0.9736842105263158,5.5381221527
40,0.9948453608247423,1.7835848726000005
41,0.935483870967742,2.313
42,1.0,6.6531626098
43,0.8360655737704918,6.723810470300001
44,0.9619047619047619,1.2455850069999999
45,0.972972972972973,5.8267999999999995
46,0.8939393939393939,3.7602375676000004
47,0.9393939393939394,1.2605872092
48,0.9521739130434783,1.3055874527999998
49,0.8222222222222222,0.8665000000000003
50,0.8761061946902655,3.9258185244000012
51,1.0,5.8458378146
52,1.0,1.6558415066999999
53,0.8541666666666666,1.3519952246
54,0.875968992248062,3.5699824052
55,0.8640776699029127,2.61
56,0.88,6.475
57,0.8717948717948718,1.9994999999999998
58,0.8095238095238095,1.7889999999999997
59,0.8780487804878049,2.2893742068
60,0.9223300970873787,3.9520645831000003
61,0.9655172413793104,5.216067992300001
62,0.92,4.2087547034
63,1.0,4.855156105
64,0.9090909090909091,0.5781000000000001
65,0.92,2.6440114473000005
66,0.9196428571428571,0.7101000000000002
67,0.987603305785124,1.8257051580000003
68,0.974025974025974,2.1724101743
69,1.0,2.5918928152999996
70,0.8888888888888888,0.03000000000000025
71,0.9259259259259259,0.8930315669
72,0.8805970149253731,0.8129421931999996
73,0.9634146341463414,2.2414
74,0.921875,3.2911269518
75,0.8974358974358975,0.3766999999999999
76,0.9423076923076923,3.33
77,0.9583333333333334,0.6335330455000001
78,0.96,5.0829
79,0.9104477611940298,0.11475003149999985
80,0.8571428571428572,3.7649000000000004
81,0.8441558441558441,1.65
82,0.7777777777777778,1.5489000000000002
83,0.84,2.201608364
84,0.9278350515463918,3.4899999999999998
85,0.975609756097561,3.549
86,1.0,2.4599821586
87,0.9894736842105263,2.5453482454
88,1.0,7.178004500100001
89,1.0,0.9000912840999999
90,0.8787878787878788,1.8992341024
91,0.8627450980392157,1.2600999999999996
92,0.9166666666666666,1.7209
93,1.0,6.0868
94,0.8461538461538461,0.115899999999999
95,0.8053097345132744,3.8612234509
96,0.962962962962963,4.1194
97,1.0,3.2905842789999995
98,0.725,3.6594999999999995
99,1.0,4.5095
100,0.9274193548387096,2.6297314841999997
101,0.9120879120879121,7.7241007831
102,0.9794520547945206,0.8584187342000007
